Date,Open,High,Low,Close,Volume,Ex_Dividend,Split_Ratio,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume,Open_PCT_Change,High_PCT_Change,Low_PCT_Change,Close_PCT_Change,Volume_PCT_Change,Ex_Dividend_PCT_Change,Split_Ratio_PCT_Change,Adj_Open_PCT_Change,Adj_High_PCT_Change,Adj_Low_PCT_Change,Adj_Close_PCT_Change,Adj_Volume_PCT_Change,Open_Diff,High_Diff,Low_Diff,Close_Diff,Volume_Diff,Ex_Dividend_Diff,Split_Ratio_Diff,Adj_Open_Diff,Adj_High_Diff,Adj_Low_Diff,Adj_Close_Diff,Adj_Volume_Diff,Open_Short_SMA,High_Short_SMA,Low_Short_SMA,Close_Short_SMA,Volume_Short_SMA,Ex_Dividend_Short_SMA,Split_Ratio_Short_SMA,Adj_Open_Short_SMA,Adj_High_Short_SMA,Adj_Low_Short_SMA,Adj_Close_Short_SMA,Adj_Volume_Short_SMA,Open_Mid_SMA,High_Mid_SMA,Low_Mid_SMA,Close_Mid_SMA,Volume_Mid_SMA,Ex_Dividend_Mid_SMA,Split_Ratio_Mid_SMA,Adj_Open_Mid_SMA,Adj_High_Mid_SMA,Adj_Low_Mid_SMA,Adj_Close_Mid_SMA,Adj_Volume_Mid_SMA,Open_Long_SMA,High_Long_SMA,Low_Long_SMA,Close_Long_SMA,Volume_Long_SMA,Ex_Dividend_Long_SMA,Split_Ratio_Long_SMA,Adj_Open_Long_SMA,Adj_High_Long_SMA,Adj_Low_Long_SMA,Adj_Close_Long_SMA,Adj_Volume_Long_SMA,Open_Short_EMA,High_Short_EMA,Low_Short_EMA,Close_Short_EMA,Volume_Short_EMA,Ex_Dividend_Short_EMA,Split_Ratio_Short_EMA,Adj_Open_Short_EMA,Adj_High_Short_EMA,Adj_Low_Short_EMA,Adj_Close_Short_EMA,Adj_Volume_Short_EMA,Open_Mid_EMA,High_Mid_EMA,Low_Mid_EMA,Close_Mid_EMA,Volume_Mid_EMA,Ex_Dividend_Mid_EMA,Split_Ratio_Mid_EMA,Adj_Open_Mid_EMA,Adj_High_Mid_EMA,Adj_Low_Mid_EMA,Adj_Close_Mid_EMA,Adj_Volume_Mid_EMA,Open_Long_EMA,High_Long_EMA,Low_Long_EMA,Close_Long_EMA,Volume_Long_EMA,Ex_Dividend_Long_EMA,Split_Ratio_Long_EMA,Adj_Open_Long_EMA,Adj_High_Long_EMA,Adj_Low_Long_EMA,Adj_Close_Long_EMA,Adj_Volume_Long_EMA,document_type,10-K,10-K405,10-Q,424B2,424B3,424B5,8-A12B,8-K,CERTNYS,CORRESP,DEF 14A,DEFA14A,DEFR14A,DFAN14A,FWP,NO ACT,NT 10-K,NT 10-Q,PRE 14A,PX14A6G,S-3,S-3ASR,S-4,S-8,SC 13D,SC 13G,SC TO-I,SD,UPLOAD
1994-01-26,33.75,34.0,33.25,33.5,1480400.0,0.0,1.0,1.0574818118501,1.0653150104564,1.0418154146375,1.0496486132438,41451200.0,-0.02877697841726623,-0.02857142857142858,0.0,-0.011216056670602216,-0.6251582518863625,,0.0,-0.028776978417276774,-0.028571428571439017,0.0,-0.011216056670628529,-0.6251582518863625,-1.0,-1.0,0.0,-0.38000000000000256,-2469000.0,0.0,0.0,-0.031332794425199983,-0.031332794425199983,0.0,-0.011906461881599828,-69132000.0,31.79166666666667,32.375,30.97916666666667,31.55083333333333,3630383.333333334,0.0,1.0,0.996121756100768,1.0143992195154616,0.9706638606303012,0.9885757747767056,101650733.33333331,30.721153846153822,31.442692307692266,30.067307692307647,30.81192307692298,2880057.6923076925,0.0,1.0,0.9625795979661059,0.9851874142513624,0.9420927708419412,0.9654236516139364,80641615.38461539,29.749882352941185,30.407529411764713,29.094,29.79917647058822,2179156.470588235,0.0014117647058823535,1.0,0.930711876570708,0.9512810547606072,0.9101936375444692,0.9322499348000416,61016381.17647058,32.13382057405276,32.79757955932418,31.434350538584532,32.139140268157114,3597285.4254519283,8.490675894672858e-06,1.0000000000000009,1.0068409869361168,1.02763837225737,0.9849246659784078,1.0070076569468724,100723991.912654,31.38665287177299,32.06088998440728,30.699387723337768,31.406068680605504,3075943.9045293895,0.00025924002125023474,1.0000000000000022,0.983338226923167,1.0044614969877714,0.9618063827650593,0.9839460143430112,86126429.32682289,30.889498022764567,31.54165584022301,30.208003906032122,30.903982730397967,2345918.252588789,0.0012029914611767268,1.0000000000000022,0.966256660078482,0.9866566107452756,0.9449385792143368,0.9667100889180408,65685711.07248613,424B5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-01-26,33.75,34.0,33.25,33.5,1480400.0,0.0,1.0,1.0574818118501,1.0653150104564,1.0418154146375,1.0496486132438,41451200.0,-0.02877697841726623,-0.02857142857142858,0.0,-0.011216056670602216,-0.6251582518863625,,0.0,-0.028776978417276774,-0.028571428571439017,0.0,-0.011216056670628529,-0.6251582518863625,-1.0,-1.0,0.0,-0.38000000000000256,-2469000.0,0.0,0.0,-0.031332794425199983,-0.031332794425199983,0.0,-0.011906461881599828,-69132000.0,31.79166666666667,32.375,30.97916666666667,31.55083333333333,3630383.333333334,0.0,1.0,0.996121756100768,1.0143992195154616,0.9706638606303012,0.9885757747767056,101650733.33333331,30.721153846153822,31.442692307692266,30.067307692307647,30.81192307692298,2880057.6923076925,0.0,1.0,0.9625795979661059,0.9851874142513624,0.9420927708419412,0.9654236516139364,80641615.38461539,29.749882352941185,30.407529411764713,29.094,29.79917647058822,2179156.470588235,0.0014117647058823535,1.0,0.930711876570708,0.9512810547606072,0.9101936375444692,0.9322499348000416,61016381.17647058,32.13382057405276,32.79757955932418,31.434350538584532,32.139140268157114,3597285.4254519283,8.490675894672858e-06,1.0000000000000009,1.0068409869361168,1.02763837225737,0.9849246659784078,1.0070076569468724,100723991.912654,31.38665287177299,32.06088998440728,30.699387723337768,31.406068680605504,3075943.9045293895,0.00025924002125023474,1.0000000000000022,0.983338226923167,1.0044614969877714,0.9618063827650593,0.9839460143430112,86126429.32682289,30.889498022764567,31.54165584022301,30.208003906032122,30.903982730397967,2345918.252588789,0.0012029914611767268,1.0000000000000022,0.966256660078482,0.9866566107452756,0.9449385792143368,0.9667100889180408,65685711.07248613,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-02-10,36.25,37.5,36.0,36.5,2696700.0,0.0,1.0,1.1395479802624,1.1788427382023998,1.1316890286743,1.1474069318503999,75507600.0,0.013986013986013957,0.027397260273972712,0.021276595744680767,0.006896551724137946,0.6152740341419587,,0.0,0.013986013986074351,0.02739726027391498,0.02127659574463681,0.006896551724123512,0.6152740341419587,0.5,1.0,0.75,0.25,1027200.0,0.0,0.0,0.015717903176100112,0.03143580635199972,0.023576854764000062,0.007858951588000096,28761600.0,34.104166666666664,34.98,33.604166666666664,34.38583333333333,2208258.333333333,0.01,1.0,1.0697935255134448,1.0972884532234914,1.0541142518099864,1.078648974421885,61831233.33333334,32.91346153846152,33.66884615384611,32.24038461538457,32.97115384615375,2935515.3846153845,0.004615384615384615,1.0,1.0318313468079865,1.0555239447165503,1.0107360229490927,1.0336528750149898,82194430.76923077,31.124941176470603,31.841529411764718,30.466117647058827,31.224470588235285,2239416.470588235,0.0028235294117647065,1.0,0.9743132052370904,0.9967436159849172,0.9536939812609874,0.9774286625038888,62703661.17647058,34.22814094084019,35.250305669096214,33.737459626860854,34.59516945473209,2723355.611487283,0.01118583405040378,1.0000000000000009,1.074247092843816,1.106344756853724,1.0588535038558071,1.0857837536833248,76253957.12164392,33.079717041359444,33.94743164144652,32.51257679585699,33.308065983330366,2702737.8287243308,0.007167470188414513,1.0000000000000022,1.0374075734222217,1.0646345366097365,1.0196280358213676,1.0445841187652547,75676659.20428123,31.644217233663397,32.36616173077677,31.005711380441923,31.734681443900968,2340481.047214522,0.003529139922802187,1.0000000000000022,0.990596016642162,1.0132043228927463,0.9706134056667356,0.9934380853623628,65533469.32200664,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994-02-17,37.25,37.88,36.25,37.0,1296000.0,0.0,1.0,1.1709837866144,1.1907883446162,1.1395479802624,1.1631248350263999,36288000.0,-0.0066666666666667105,0.010133333333333328,-0.013605442176870763,0.006802721088435382,0.18953648462597528,,0.0,-0.006666666666652943,0.010133333333346872,-0.013605442176842451,0.006802721088421393,0.18953648462597528,-0.25,0.38000000000000256,-0.5,0.25,206500.0,0.0,0.0,-0.007858951587999874,0.011945606413800158,-0.01571790317599997,0.007858951588000096,5782000.0,35.5,36.490833333333335,35.041666666666664,35.82333333333333,2191258.333333333,0.01,1.0,1.1151148388561447,1.1462441990329582,1.1007196374356527,1.1252769368281763,61355233.33333334,33.69230769230767,34.486153846153805,33.14423076923073,33.85576923076913,2642019.230769231,0.004615384615384615,1.0,1.0569667522157018,1.0818788396519423,1.0397781226669942,1.0621028410465414,73976538.46153846,31.74258823529413,32.47541176470589,31.0955294117647,31.845176470588225,2130932.9411764704,0.0028235294117647065,1.0,0.9940663439603256,1.017012856119806,0.9738080367894814,0.9972776266377216,59666122.35294118,35.814550305724204,36.62924250743647,35.271858371597546,35.93866266224803,1970115.0023987482,0.00485193569405181,1.0000000000000009,1.1251036120171478,1.1506989765174116,1.1080572620685725,1.1290046737296007,55163220.06716495,34.32802172541963,35.13973101111473,33.77006731398014,34.478440822597896,2292513.053826054,0.004878059775475267,1.0000000000000022,1.0774411932214991,1.1029236652139696,1.0599347768165523,1.0821685221007489,64190365.50712949,32.23443233932558,32.955665006168836,31.609994380366125,32.316311323771764,2239846.5311336983,0.0031374228241530496,1.0000000000000022,1.0096122508348409,1.0322077924276107,0.9900619596732052,1.0121846299318304,62715702.87174357,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994-02-18,36.5,37.0,36.25,36.25,1331000.0,0.0,1.0,1.1474069318503999,1.1631248350263999,1.1395479802624,1.1395479802624,37268000.0,-0.020134228187919437,-0.023231256599788863,0.0,-0.020270270270270285,0.02700617283950613,,0.0,-0.020134228187878026,-0.023231256599774763,0.0,-0.02027027027022854,0.02700617283950613,-0.75,-0.8800000000000026,0.0,-0.75,35000.0,0.0,0.0,-0.023576854763999844,-0.027663509589799903,0.0,-0.023576854764000062,980000.0,35.770833333333336,36.803333333333335,35.354166666666664,36.094166666666666,2193208.333333333,0.01,1.0,1.1239141319572197,1.1563533173986995,1.1108223175559695,1.1340740838474432,61409833.33333334,33.94230769230767,34.72653846153842,33.39423076923073,34.072307692307604,2510657.6923076925,0.004615384615384615,1.0,1.0649445637193469,1.089557355284707,1.0477549436713427,1.069031218545124,70298415.38461539,31.842588235294127,32.57835294117648,31.201411764705878,31.945176470588226,2132052.9411764704,0.0028235294117647065,1.0,0.9972812542807332,1.0203208615663792,0.9772059530012748,1.0004919000859402,59697482.35294118,35.92000410484354,36.686282121677024,35.42234169904408,35.986560714209865,1871789.6174143248,0.0041054840488130686,1.0000000000000009,1.1285348919914944,1.152610647057256,1.112901987944546,1.1306267208884928,52410109.28760111,34.48890900501818,35.277528713995125,33.953766031463104,34.609667428331385,2221289.864653754,0.004516722014328951,1.0000000000000022,1.0826238405273438,1.1073830111260017,1.0658320511458743,1.0864188523349452,62196116.21030508,32.33363158724824,33.049719308350966,31.71790148779947,32.407792455777056,2218710.565293379,0.003064459502661118,1.0000000000000022,1.0128167783003192,1.035252374813629,0.9935383787566746,1.0151465683116112,62123895.82821465,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994-03-08,38.0,38.0,36.75,37.0,1661200.0,0.0,1.0,1.1945606413785,1.1945606413785,1.1552658834384,1.1631248350263999,46513600.0,0.027027027027026973,-0.0034093889325991227,0.0,-0.023231256599788863,-0.4005917586779245,,0.0,0.027027027027057168,-0.003409388932542168,0.0,-0.023231256599774763,-0.4005917586779245,1.0,-0.13000000000000256,0.0,-0.8800000000000026,-1110200.0,0.0,0.0,0.03143580635209986,-0.004086654825700142,0.0,-0.027663509589799903,-31085600.0,36.583333333333336,37.26083333333333,36.0,36.595,1934875.0,0.0,1.0,1.1500265823797198,1.171324341183233,1.1316890286743446,1.1503933334538183,54176500.0,35.826923076923045,36.62576923076919,35.2884615384615,35.962307692307604,2040050.0,0.004615384615384615,1.0,1.1255895340040492,1.1506904964495448,1.1086744473445005,1.1298464490556266,57121400.0,32.61023529411766,33.29458823529413,31.976470588235287,32.66305882352941,2074664.705882353,0.0028235294117647065,1.0,1.022271999151999,1.043726006023218,1.0024108922055337,1.0239300206979784,58090611.76470588,36.54505303996842,37.23962791368831,35.94484056504793,36.575899313403156,1997537.930896929,0.0006535924555252093,1.0000000000000009,1.1487214179113965,1.1705538994250575,1.129855087961302,1.1496910266494234,55931062.06511403,35.70073705789126,36.431337227488534,35.12033370412294,35.769875289686816,2097377.179133892,0.0019371446523388052,1.0000000000000022,1.1216111882455664,1.1445645870210466,1.1033789767812985,1.1237841211310728,58726561.01574897,33.305341171348026,34.01576003720483,32.69007962270632,33.37024506535156,2167475.419857393,0.0023656095754889172,1.0000000000000022,1.0441881100622885,1.0664626505376262,1.0249067493548978,1.0462272454962744,60689311.75600704,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994-05-27,30.25,30.75,29.5,29.94,970400.0,0.12,1.0,0.95474449742913,0.97052539821308,0.9310731462532,0.94496033894308,27171200.0,-0.03968253968253965,-0.02380952380952384,-0.02479338842975209,-0.018360655737704845,0.4881153197362367,inf,0.0,-0.03583357190571301,-0.019896936730603443,-0.020884744696002988,-0.014426229508198163,0.4881153197362367,-1.25,-0.75,-0.75,-0.5599999999999987,318300.0,0.12,0.0,-0.03548340266091998,-0.01970250187696998,-0.01985999589677001,-0.013831754794910056,8912400.0,30.52083333333333,31.125,29.8125,30.4425,1171900.0,0.01,1.0,0.9597646193102548,0.9787623354486148,0.937489715109883,0.9572988929362676,32813200.0,30.798076923076906,31.48076923076919,29.932692307692264,30.735384615384522,1693457.6923076925,0.004615384615384615,1.0,0.9683089727575124,0.9897723789250908,0.9411012750908404,0.9663366872624798,47416815.38461538,33.623764705882365,34.22682352941177,32.858823529411765,33.54023529411766,1823709.4117647056,0.0028235294117647065,1.0,1.0567105080257222,1.075663581425431,1.0326683071815794,1.0540843795294272,51063863.52941176,30.770007988801108,31.360263545464438,29.995784474489568,30.631436205265487,1197134.2932735544,0.01846159501636441,1.0000000000000009,0.9678663661300596,0.9864312172707412,0.9435134879100489,0.9635042413684244,33519760.21165952,31.091373310852948,31.690338059559988,30.27119269426281,30.955218825169645,1438885.121049926,0.008914916346312416,1.0000000000000022,0.9776557075112824,0.996489131033642,0.9518658465786032,0.9733726817498896,40288783.38939792,32.26124484855751,32.858406467916566,31.45686471828493,32.15251238166434,1793409.79705432,0.0034240856571992532,1.0000000000000022,1.013499289649104,1.0322574691021391,0.9882267874054528,1.0100799750558174,50215474.31752095,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1994-05-27,30.25,30.75,29.5,29.94,970400.0,0.12,1.0,0.95474449742913,0.97052539821308,0.9310731462532,0.94496033894308,27171200.0,-0.03968253968253965,-0.02380952380952384,-0.02479338842975209,-0.018360655737704845,0.4881153197362367,inf,0.0,-0.03583357190571301,-0.019896936730603443,-0.020884744696002988,-0.014426229508198163,0.4881153197362367,-1.25,-0.75,-0.75,-0.5599999999999987,318300.0,0.12,0.0,-0.03548340266091998,-0.01970250187696998,-0.01985999589677001,-0.013831754794910056,8912400.0,30.52083333333333,31.125,29.8125,30.4425,1171900.0,0.01,1.0,0.9597646193102548,0.9787623354486148,0.937489715109883,0.9572988929362676,32813200.0,30.798076923076906,31.48076923076919,29.932692307692264,30.735384615384522,1693457.6923076925,0.004615384615384615,1.0,0.9683089727575124,0.9897723789250908,0.9411012750908404,0.9663366872624798,47416815.38461538,33.623764705882365,34.22682352941177,32.858823529411765,33.54023529411766,1823709.4117647056,0.0028235294117647065,1.0,1.0567105080257222,1.075663581425431,1.0326683071815794,1.0540843795294272,51063863.52941176,30.770007988801108,31.360263545464438,29.995784474489568,30.631436205265487,1197134.2932735544,0.01846159501636441,1.0000000000000009,0.9678663661300596,0.9864312172707412,0.9435134879100489,0.9635042413684244,33519760.21165952,31.091373310852948,31.690338059559988,30.27119269426281,30.955218825169645,1438885.121049926,0.008914916346312416,1.0000000000000022,0.9776557075112824,0.996489131033642,0.9518658465786032,0.9733726817498896,40288783.38939792,32.26124484855751,32.858406467916566,31.45686471828493,32.15251238166434,1793409.79705432,0.0034240856571992532,1.0000000000000022,1.013499289649104,1.0322574691021391,0.9882267874054528,1.0100799750558174,50215474.31752095,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1994-08-12,34.38,35.13,33.88,34.75,1604000.0,0.0,1.0,1.0850947379045999,1.1087660890805,1.0693138371206001,1.0967726044847,44912000.0,0.0037956204379563374,0.0,0.0,0.01282424948994465,-0.39733233139207214,,0.0,0.0037956204380233953,0.0,0.0,0.012824249489965078,-0.39733233139207214,0.13000000000000256,0.0,0.0,0.4399999999999977,-1057500.0,0.0,0.0,0.004103034203900124,0.0,0.0,0.01388719268990002,-29610000.0,33.1375,33.909166666666664,32.7625,33.516666666666666,2045916.666666667,0.0,1.0,1.0458791994564416,1.0702343896663502,1.0340435238684893,1.0578463825509437,57285666.66666666,30.81115384615382,31.539999999999964,30.293076923076878,31.038076923076826,2151111.5384615385,0.0,1.0,0.9724555237704942,0.9954592214517216,0.9561040827274316,0.9796176248955218,60231123.07692308,29.500470588235288,30.137529411764692,28.81529411764704,29.51882352941175,1888562.3529411762,0.0014117647058823535,1.0,0.9296738878549736,0.9497509660971536,0.9080903589318304,0.9302597359626984,52879745.88235294,32.9634207725412,33.70348361415041,32.55310730653909,33.277070466438985,1929888.2340211384,2.63684050251749e-06,1.0000000000000009,1.0403844754424734,1.0637421827593292,1.0274342551041684,1.0502838264785537,54036870.55259188,31.397600648446197,32.10493052125344,30.920750217113962,31.63764301171895,1999548.160175028,0.0001508892262436411,1.0000000000000022,0.9909031641281342,1.013226567795102,0.975854539032234,0.9984795748400056,55987348.4849008,30.351209201688494,30.998665323588327,29.745145914163533,30.439159552620797,1934026.2802884253,0.0009838499454021949,1.0000000000000022,0.9565815658784904,0.976990783851514,0.9374862126744632,0.9593610227190592,54152735.84807592,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-12-12,36.38,36.75,35.5,36.5,2000700.0,0.0,1.0,1.1556537428012,1.1674072305646999,1.127699501634,1.1594656847786,56019600.0,0.013935340022296572,0.01017042330951057,0.021582733812949728,0.006896551724137946,-0.14055586580179558,,0.0,0.013935340022288356,0.010170423309503462,0.021582733812982147,0.006896551724177691,-0.14055586580179558,0.5,0.36999999999999744,0.75,0.25,-327200.0,0.0,0.0,0.015883091572299834,0.011753487763500159,0.023824637358499826,0.007941545786200209,-9161600.0,37.044166666666655,37.66333333333335,36.2925,36.98499999999999,1764116.666666667,0.0,1.0,1.1767517827731109,1.1964203445034909,1.1528742017760858,1.1748722836037448,49395266.66666666,38.95846153846149,39.612307692307645,38.19846153846147,38.78769230769218,1783476.9230769232,0.004615384615384615,1.0,1.236050032423965,1.2567962564562722,1.2119342273855738,1.2306303522449369,49937353.84615385,37.644941176470645,38.3532941176471,37.05952941176476,37.69482352941181,2047572.9411764704,0.0028235294117647065,1.0,1.1928849605316438,1.2153300315757443,1.1743309448135812,1.1944608852563294,57332042.35294118,37.238006464694564,37.80609802131672,36.38523612050368,37.10895470493682,1854221.2742844485,0.0015066519740781904,1.0000000000000009,1.1826374228130208,1.2006794391650522,1.155552707080396,1.1785390813620378,51918195.67996455,38.24428637608721,38.88425927048783,37.46568769740106,38.120134573111905,1897509.2272424416,0.002817334676229608,1.0000000000000022,1.2137372360532264,1.234047121645376,1.1890232064598794,1.209794688152462,53130258.36278837,37.296659436881825,37.992158258111964,36.62969379678355,37.28608519137318,2029152.1893627257,0.002492913397103922,1.0000000000000022,1.1816947220802754,1.203727745943168,1.1605613134158401,1.1813536330611565,56816261.30215634,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
