Date,Open,High,Low,Close,Volume,Ex_Dividend,Split_Ratio,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume,Open_Short_SMA,High_Short_SMA,Low_Short_SMA,Close_Short_SMA,Volume_Short_SMA,Ex_Dividend_Short_SMA,Split_Ratio_Short_SMA,Adj_Open_Short_SMA,Adj_High_Short_SMA,Adj_Low_Short_SMA,Adj_Close_Short_SMA,Adj_Volume_Short_SMA,Open_Mid_SMA,High_Mid_SMA,Low_Mid_SMA,Close_Mid_SMA,Volume_Mid_SMA,Ex_Dividend_Mid_SMA,Split_Ratio_Mid_SMA,Adj_Open_Mid_SMA,Adj_High_Mid_SMA,Adj_Low_Mid_SMA,Adj_Close_Mid_SMA,Adj_Volume_Mid_SMA,Open_Long_SMA,High_Long_SMA,Low_Long_SMA,Close_Long_SMA,Volume_Long_SMA,Ex_Dividend_Long_SMA,Split_Ratio_Long_SMA,Adj_Open_Long_SMA,Adj_High_Long_SMA,Adj_Low_Long_SMA,Adj_Close_Long_SMA,Adj_Volume_Long_SMA,Open_Short_EMA,High_Short_EMA,Low_Short_EMA,Close_Short_EMA,Volume_Short_EMA,Ex_Dividend_Short_EMA,Split_Ratio_Short_EMA,Adj_Open_Short_EMA,Adj_High_Short_EMA,Adj_Low_Short_EMA,Adj_Close_Short_EMA,Adj_Volume_Short_EMA,Open_Mid_EMA,High_Mid_EMA,Low_Mid_EMA,Close_Mid_EMA,Volume_Mid_EMA,Ex_Dividend_Mid_EMA,Split_Ratio_Mid_EMA,Adj_Open_Mid_EMA,Adj_High_Mid_EMA,Adj_Low_Mid_EMA,Adj_Close_Mid_EMA,Adj_Volume_Mid_EMA,Open_Long_EMA,High_Long_EMA,Low_Long_EMA,Close_Long_EMA,Volume_Long_EMA,Ex_Dividend_Long_EMA,Split_Ratio_Long_EMA,Adj_Open_Long_EMA,Adj_High_Long_EMA,Adj_Low_Long_EMA,Adj_Close_Long_EMA,Adj_Volume_Long_EMA
2012-09-18,21.6,21.98,21.37,21.87,36760500.0,0.0,1.0,21.6,21.98,21.37,21.87,36760500.0,19.830416666666668,20.219391666666667,19.443333333333342,19.798416666666665,55898841.666666664,0.0,1.0,19.830416666666668,20.219391666666667,19.443333333333342,19.798416666666665,55898841.666666664,19.87692307692307,20.20933461538463,19.448076923076915,19.76221153846154,55647550.0,0.0,1.0,19.87692307692307,20.20933461538463,19.448076923076915,19.76221153846154,55647550.0,26.06225882352941,26.588429411764714,25.334528235294115,25.83113294117647,49453884.705882356,0.0,1.0,26.06225882352941,26.588429411764714,25.334528235294115,25.83113294117647,49453884.705882356,20.47942333422505,20.87804625944451,20.063117428958606,20.44878224120987,54718519.33914343,0.0,1.0,20.47942333422505,20.87804625944451,20.063117428958606,20.44878224120987,54718519.33914343,20.74797790747295,21.134540121648968,20.302699981546425,20.666344946195444,52548271.18536423,0.0,1.0,20.74797790747295,21.134540121648968,20.302699981546425,20.666344946195444,52548271.18536423,26.045950600604318,26.830412299647545,24.994512978197694,25.393482628006574,118709708.64128385,0.0,1.0,26.045950600604318,26.830412299647545,24.994512978197694,25.393482628006574,118709708.64128385
2012-09-19,21.99,23.37,21.77,23.29,78782800.0,0.0,1.0,21.99,23.37,21.77,23.29,78782800.0,20.10625,20.608558333333335,19.75500000000001,20.234416666666664,57567058.333333336,0.0,1.0,20.10625,20.608558333333335,19.75500000000001,20.234416666666664,57567058.333333336,19.870769230769227,20.244719230769245,19.462307692307682,19.827211538461537,57717153.84615385,0.0,1.0,19.870769230769227,20.244719230769245,19.462307692307682,19.827211538461537,57717153.84615385,25.826258823529407,26.333958823529418,25.143587058823528,25.655347058823526,43632783.52941176,0.0,1.0,25.826258823529407,26.333958823529418,25.143587058823528,25.655347058823526,43632783.52941176,20.711819744344275,21.26142375799151,20.325714747580356,20.88589266563912,58420716.363890596,0.0,1.0,20.711819744344275,21.26142375799151,20.325714747580356,20.88589266563912,58420716.363890596,20.839979543956435,21.300129742267565,20.411388871802245,20.860689764995783,54491569.61607799,0.0,1.0,20.839979543956435,21.300129742267565,20.411388871802245,20.860689764995783,54491569.61607799,25.95162616803212,26.749937595004578,24.919524304286117,25.344564427355255,117781175.88218424,0.0,1.0,25.95162616803212,26.749937595004578,24.919524304286117,25.344564427355255,117781175.88218424
2012-09-20,23.02,23.24,22.54,22.59,57248900.0,0.0,1.0,23.02,23.24,22.54,22.59,57248900.0,20.517916666666665,21.022725,20.170833333333345,20.639499999999998,58452600.0,0.0,1.0,20.517916666666665,21.022725,20.170833333333345,20.639499999999998,58452600.0,19.932692307692303,20.307796153846166,19.550384615384605,19.912211538461538,58407157.692307696,0.0,1.0,19.932692307692303,20.307796153846166,19.550384615384605,19.912211538461538,58407157.692307696,25.667317647058816,26.176076470588242,25.020528235294115,25.52075882352941,42327562.35294118,0.0,1.0,25.667317647058816,26.176076470588242,25.020528235294115,25.52075882352941,42327562.35294118,21.06692439906054,21.56582010291589,20.666374017183376,21.148063024771563,58240436.92329205,0.0,1.0,21.06692439906054,21.56582010291589,20.666374017183376,21.148063024771563,58240436.92329205,21.001462540700405,21.44382383543293,20.569063770187263,20.988786819440538,54695816.311183326,0.0,1.0,21.001462540700405,21.44382383543293,20.569063770187263,20.988786819440538,54695816.311183326,25.883448815287185,26.668311139306795,24.864186529767835,25.280504789509784,116373448.53608692,0.0,1.0,25.883448815287185,26.668311139306795,24.864186529767835,25.280504789509784,116373448.53608692
2012-09-21,22.97,23.24,22.6,22.86,51218100.0,0.0,1.0,22.97,23.24,22.6,22.86,51218100.0,20.909583333333327,21.396891666666665,20.539166666666677,20.996166666666667,57655625.0,0.0,1.0,20.909583333333327,21.396891666666665,20.539166666666677,20.996166666666667,57655625.0,20.022307692307688,20.378180769230784,19.63499999999999,19.97605769230769,58536273.07692308,0.0,1.0,20.022307692307688,20.378180769230784,19.63499999999999,19.97605769230769,58536273.07692308,25.55390588235293,26.054311764705883,24.922410588235287,25.424994117647056,41732638.823529415,0.0,1.0,25.55390588235293,26.054311764705883,24.922410588235287,25.424994117647056,41732638.823529415,21.35970526074353,21.823386240928826,20.963854937616706,21.411437944037477,57160077.39663173,0.0,1.0,21.35970526074353,21.823386240928826,20.963854937616706,21.411437944037477,57160077.39663173,21.14728013027815,21.576873921697157,20.719503490914132,21.12739520318568,54438207.69554012,0.0,1.0,21.14728013027815,21.576873921697157,20.719503490914132,21.12739520318568,54438207.69554012,25.815694191675853,26.588582973276402,24.81153102907556,25.224213980451417,114858207.87245698,0.0,1.0,25.815694191675853,26.588582973276402,24.81153102907556,25.224213980451417,114858207.87245698
2012-09-24,21.78,21.98,20.3625,20.79,79106500.0,0.0,1.0,21.78,21.98,20.3625,20.79,79106500.0,21.16291666666666,21.623416666666667,20.67604166666668,21.148666666666667,60408958.333333336,0.0,1.0,21.16291666666666,21.623416666666667,20.67604166666668,21.148666666666667,60408958.333333336,20.073846153846148,20.43587307692309,19.660865384615374,20.011442307692302,55518626.92307692,0.0,1.0,20.073846153846148,20.43587307692309,19.660865384615374,20.011442307692302,55518626.92307692,25.44108235294117,25.93054705882353,24.793028235294113,25.29311176470588,41797421.176470585,0.0,1.0,25.44108235294117,25.93054705882353,24.793028235294113,25.29311176470588,41797421.176470585,21.42436598985991,21.847480665401314,20.871338793367983,21.315832106493247,60536450.10484223,0.0,1.0,21.42436598985991,21.847480665401314,20.871338793367983,21.315832106493247,60536450.10484223,21.194148268776065,21.606735112682554,20.693058787883455,21.102402965912667,56265488.60698159,0.0,1.0,21.194148268776065,21.606735112682554,20.693058787883455,21.102402965912667,56265488.60698159,25.721840838381066,26.48140662506067,24.708065191190084,25.12109272509208,114026772.80565566,0.0,1.0,25.721840838381066,26.48140662506067,24.708065191190084,25.12109272509208,114026772.80565566
2012-09-25,21.2,21.21,20.22,20.28,46291700.0,0.0,1.0,21.2,21.21,20.22,20.28,46291700.0,21.337916666666658,21.77258333333333,20.796041666666678,21.257,61235625.0,0.0,1.0,21.337916666666658,21.77258333333333,20.796041666666678,21.257,61235625.0,20.11980769230769,20.47933461538463,19.70778846153845,20.058749999999996,52326253.84615385,0.0,1.0,20.11980769230769,20.47933461538463,19.70778846153845,20.058749999999996,52326253.84615385,25.30284705882352,25.789370588235297,24.657145882352935,25.143111764705882,41751003.52941176,0.0,1.0,25.30284705882352,25.789370588235297,24.657145882352935,25.143111764705882,41751003.52941176,21.38984814526608,21.749406716878035,20.771132825157522,21.156473320878902,58344950.088712655,0.0,1.0,21.38984814526608,21.749406716878035,20.771132825157522,21.156473320878902,58344950.088712655,21.194581730348208,21.57734732655792,20.658017396188384,21.041484227696913,55526689.45090888,0.0,1.0,21.194581730348208,21.57734732655792,20.658017396188384,21.041484227696913,55526689.45090888,25.61668174911639,26.358815773315072,24.60369158209264,25.008509173345754,112451538.55436134,0.0,1.0,25.61668174911639,26.358815773315072,24.60369158209264,25.008509173345754,112451538.55436134
2012-09-26,20.145,20.78,19.8,20.62,38271900.0,0.0,1.0,20.145,20.78,19.8,20.62,38271900.0,21.428333333333324,21.904249999999994,20.900208333333342,21.407833333333333,62358466.666666664,0.0,1.0,21.428333333333324,21.904249999999994,20.900208333333342,21.407833333333333,62358466.666666664,20.161923076923074,20.50433461538463,19.748173076923063,20.082173076923077,49906457.692307696,0.0,1.0,20.161923076923074,20.50433461538463,19.748173076923063,20.082173076923077,49906457.692307696,25.152788235294107,25.646194117647063,24.524087058823522,25.010288235294116,41764204.705882356,0.0,1.0,25.152788235294107,25.646194117647063,24.524087058823522,25.010288235294116,41764204.705882356,21.198333045994374,21.600267221973724,20.621727775133287,21.07393896382061,55256788.53660302,0.0,1.0,21.198333045994374,21.600267221973724,20.621727775133287,21.07393896382061,55256788.53660302,21.116834935507597,21.518284561627706,20.59446055202628,21.010263173793437,54248556.8989897,0.0,1.0,21.116834935507597,21.518284561627706,20.59446055202628,21.010263173793437,54248556.8989897,25.489433336346238,26.229075871610068,24.491977824369556,24.906450820477247,110726430.68100409,0.0,1.0,25.489433336346238,26.229075871610068,24.491977824369556,24.906450820477247,110726430.68100409
2012-09-27,20.99,21.0,20.16,20.32,30215900.0,0.0,1.0,20.99,21.0,20.16,20.32,30215900.0,21.600833333333323,22.022499999999994,21.009375000000013,21.482,60667441.666666664,0.0,1.0,21.600833333333323,22.022499999999994,21.009375000000013,21.482,60667441.666666664,20.21615384615384,20.5435653846154,19.789326923076906,20.126826923076923,48351661.538461536,0.0,1.0,20.21615384615384,20.5435653846154,19.789326923076906,20.126826923076923,48351661.538461536,25.029376470588222,25.52042941176471,24.424204705882342,24.91005294117647,41201292.941176474,0.0,1.0,25.029376470588222,25.52042941176471,24.424204705882342,24.91005294117647,41201292.941176474,21.166281808149087,21.50791841859315,20.55069273280509,20.957948354002056,51404344.1463564,0.0,1.0,21.166281808149087,21.50791841859315,20.55069273280509,20.957948354002056,51404344.1463564,21.107439755099627,21.479893112618242,20.562278288913223,20.959132568327256,52468360.09165713,0.0,1.0,21.107439755099627,21.479893112618242,20.562278288913223,20.959132568327256,52468360.09165713,25.384795351780046,26.107469455991225,24.39123415403538,24.7997891734894,108854092.75819004,0.0,1.0,25.384795351780046,26.107469455991225,24.39123415403538,24.7997891734894,108854092.75819004
2012-09-28,20.57,21.95,20.5,21.66,65486000.0,0.0,1.0,20.57,21.95,20.5,21.66,65486000.0,21.58499999999999,22.088333333333324,21.027708333333347,21.54275,55992608.333333336,0.0,1.0,21.58499999999999,22.088333333333324,21.027708333333347,21.54275,55992608.333333336,20.262692307692305,20.636642307692323,19.848557692307676,20.21225,48951423.07692308,0.0,1.0,20.262692307692305,20.636642307692323,19.848557692307676,20.21225,48951423.07692308,24.933788235294106,25.431017647058823,24.337616470588223,24.8332294117647,41297976.47058824,0.0,1.0,24.933788235294106,25.431017647058823,24.337616470588223,24.8332294117647,41297976.47058824,21.07454614535692,21.57593096957882,20.542893850835075,21.065956299540204,53570752.73922464,0.0,1.0,21.07454614535692,21.57593096957882,20.542893850835075,21.065956299540204,53570752.73922464,21.067629402870026,21.51471584501689,20.55766508232706,21.011048674377086,53432629.71449734,0.0,1.0,21.067629402870026,21.51471584501689,20.55766508232706,21.011048674377086,53432629.71449734,25.27282336685493,26.01078411980538,24.300740336499675,24.726770820617553,107845532.46148795,0.0,1.0,25.27282336685493,26.01078411980538,24.300740336499675,24.726770820617553,107845532.46148795
2012-10-01,22.08,22.59,21.73,21.99,51262700.0,0.0,1.0,22.08,22.59,21.73,21.99,51262700.0,21.67874999999999,22.18083333333332,21.12104166666668,21.64916666666667,54844366.666666664,0.0,1.0,21.67874999999999,22.18083333333332,21.12104166666668,21.64916666666667,54844366.666666664,20.361923076923077,20.746642307692323,19.93971153846152,20.31032692307692,49661000.0,0.0,1.0,20.361923076923077,20.746642307692323,19.93971153846152,20.31032692307692,49661000.0,24.85772941176469,25.347723529411766,24.277616470588224,24.743699999999997,40587664.705882356,0.0,1.0,24.85772941176469,25.347723529411766,24.277616470588224,24.743699999999997,40587664.705882356,21.229231353763545,21.73194158964362,20.725525566091214,21.208116868841714,53215667.70242085,0.0,1.0,21.229231353763545,21.73194158964362,20.725525566091214,21.208116868841714,53215667.70242085,21.142619817472244,21.594366523163785,20.644504705858388,21.08356358738619,53271894.18009013,0.0,1.0,21.142619817472244,21.594366523163785,20.644504705858388,21.08356358738619,53271894.18009013,25.198571660648998,25.931231000740137,24.24095567751131,24.663124987579934,106529652.63680218,0.0,1.0,25.198571660648998,25.931231000740137,24.24095567751131,24.663124987579934,106529652.63680218
