Date,Open,High,Low,Close,Volume,Ex_Dividend,Split_Ratio,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume,Open_Short_SMA,High_Short_SMA,Low_Short_SMA,Close_Short_SMA,Volume_Short_SMA,Ex_Dividend_Short_SMA,Split_Ratio_Short_SMA,Adj_Open_Short_SMA,Adj_High_Short_SMA,Adj_Low_Short_SMA,Adj_Close_Short_SMA,Adj_Volume_Short_SMA,Open_Mid_SMA,High_Mid_SMA,Low_Mid_SMA,Close_Mid_SMA,Volume_Mid_SMA,Ex_Dividend_Mid_SMA,Split_Ratio_Mid_SMA,Adj_Open_Mid_SMA,Adj_High_Mid_SMA,Adj_Low_Mid_SMA,Adj_Close_Mid_SMA,Adj_Volume_Mid_SMA,Open_Long_SMA,High_Long_SMA,Low_Long_SMA,Close_Long_SMA,Volume_Long_SMA,Ex_Dividend_Long_SMA,Split_Ratio_Long_SMA,Adj_Open_Long_SMA,Adj_High_Long_SMA,Adj_Low_Long_SMA,Adj_Close_Long_SMA,Adj_Volume_Long_SMA,Open_Short_EMA,High_Short_EMA,Low_Short_EMA,Close_Short_EMA,Volume_Short_EMA,Ex_Dividend_Short_EMA,Split_Ratio_Short_EMA,Adj_Open_Short_EMA,Adj_High_Short_EMA,Adj_Low_Short_EMA,Adj_Close_Short_EMA,Adj_Volume_Short_EMA,Open_Mid_EMA,High_Mid_EMA,Low_Mid_EMA,Close_Mid_EMA,Volume_Mid_EMA,Ex_Dividend_Mid_EMA,Split_Ratio_Mid_EMA,Adj_Open_Mid_EMA,Adj_High_Mid_EMA,Adj_Low_Mid_EMA,Adj_Close_Mid_EMA,Adj_Volume_Mid_EMA,Open_Long_EMA,High_Long_EMA,Low_Long_EMA,Close_Long_EMA,Volume_Long_EMA,Ex_Dividend_Long_EMA,Split_Ratio_Long_EMA,Adj_Open_Long_EMA,Adj_High_Long_EMA,Adj_Low_Long_EMA,Adj_Close_Long_EMA,Adj_Volume_Long_EMA
2014-03-13,54.25,55.3,53.88,54.5,5818400.0,0.0,1.0,54.25,55.3,53.88,54.5,5818400.0,54.86833333333332,55.61333333333334,54.06416666666663,54.553333333333335,8143150.0,0.0,1.0,54.86833333333332,55.61333333333334,54.06416666666663,54.553333333333335,8143150.0,55.954230769230776,56.96076923076924,54.931153846153855,55.80769230769231,15063007.692307692,0.0,1.0,55.954230769230776,56.96076923076924,54.931153846153855,55.80769230769231,15063007.692307692,54.62341176470588,56.07294117647058,53.268941176470605,54.6684705882353,19750427.05882353,0.0,1.0,54.62341176470588,56.07294117647058,53.268941176470605,54.6684705882353,19750427.05882353,54.94883409020175,55.805034746576325,54.15614435287466,54.6831118638878,8983585.950456483,0.0,1.0,54.94883409020175,55.805034746576325,54.15614435287466,54.6831118638878,8983585.950456483,56.064810284603915,57.031820570640974,55.06653649098765,55.8407649431566,12519254.461057363,0.0,1.0,56.064810284603915,57.031820570640974,55.06653649098765,55.8407649431566,12519254.461057363,54.84803206661443,56.616702539873955,53.61088423501693,54.75805651406247,31068418.16513968,0.0,1.0,54.84803206661443,56.616702539873955,53.61088423501693,54.75805651406247,31068418.16513968
2014-03-14,54.9,55.45,53.2,53.57,7671500.0,0.0,1.0,54.9,55.45,53.2,53.57,7671500.0,54.78583333333332,55.571666666666665,53.955833333333295,54.4375,8008400.0,0.0,1.0,54.78583333333332,55.571666666666665,53.955833333333295,54.4375,8008400.0,55.517692307692315,56.54076923076924,54.49653846153847,55.31730769230769,14857396.153846154,0.0,1.0,55.517692307692315,56.54076923076924,54.49653846153847,55.31730769230769,14857396.153846154,54.73870588235293,56.13599999999998,53.37717647058825,54.770470588235305,18455955.29411765,0.0,1.0,54.73870588235293,56.13599999999998,53.37717647058825,54.770470588235305,18455955.29411765,54.941321153247635,55.75041401633381,54.00904522166317,54.51186388482814,8781726.57346318,0.0,1.0,54.941321153247635,55.75041401633381,54.00904522166317,54.51186388482814,8781726.57346318,55.978528041299924,56.91464867651942,54.92827452869227,55.672560132552405,12160161.538016077,0.0,1.0,55.978528041299924,56.91464867651942,54.92827452869227,55.672560132552405,12160161.538016077,54.84924062320479,56.589569922667586,53.60132878769095,54.730427292805196,30524303.789206196,0.0,1.0,54.84924062320479,56.589569922667586,53.60132878769095,54.730427292805196,30524303.789206196
2014-03-17,53.4,53.91,51.8,51.92,9570400.0,0.0,1.0,53.4,53.91,51.8,51.92,9570400.0,54.65249999999998,55.315,53.69749999999996,54.10833333333333,7796266.666666667,0.0,1.0,54.65249999999998,55.315,53.69749999999996,54.10833333333333,7796266.666666667,54.98846153846155,56.02807692307694,53.99653846153847,54.776923076923076,14013761.538461538,0.0,1.0,54.98846153846155,56.02807692307694,53.99653846153847,54.776923076923076,14013761.538461538,54.826588235294096,56.21799999999999,53.5078823529412,54.89129411764707,18240015.29411765,0.0,1.0,54.826588235294096,56.21799999999999,53.5078823529412,54.89129411764707,18240015.29411765,54.70419482197877,55.467273398436305,53.669192110638065,54.11311559485458,8903060.946776535,0.0,1.0,54.70419482197877,55.467273398436305,53.669192110638065,54.11311559485458,8903060.946776535,55.7875259641666,56.69208210788835,54.696550489529876,55.394592715326304,11968327.350014886,0.0,1.0,55.7875259641666,56.69208210788835,54.696550489529876,55.394592715326304,11968327.350014886,54.81553735289771,56.527254343070666,53.559437420535346,54.66506851855391,30037003.701085117,0.0,1.0,54.81553735289771,56.527254343070666,53.559437420535346,54.66506851855391,30037003.701085117
2014-03-18,52.08,52.49,51.35,52.05,6600900.0,0.0,1.0,52.08,52.49,51.35,52.05,6600900.0,54.297499999999985,54.964999999999996,53.359999999999964,53.798333333333325,7801533.333333333,0.0,1.0,54.297499999999985,54.964999999999996,53.359999999999964,53.798333333333325,7801533.333333333,55.04500000000001,55.97384615384617,54.04884615384616,54.854615384615386,11773161.538461538,0.0,1.0,55.04500000000001,55.97384615384617,54.04884615384616,54.854615384615386,11773161.538461538,54.96282352941174,56.32964705882351,53.64847058823533,54.99894117647061,18128097.647058822,0.0,1.0,54.96282352941174,56.32964705882351,53.64847058823533,54.99894117647061,18128097.647058822,54.300472541674345,55.00923133713841,53.31239332438605,53.79571319564618,8548882.339580145,0.0,1.0,54.300472541674345,55.00923133713841,53.31239332438605,53.79571319564618,8548882.339580145,55.512894411265364,56.38081676656329,54.44865786067581,55.146845106783616,11570740.138902673,0.0,1.0,55.512894411265364,56.38081676656329,54.44865786067581,55.146845106783616,11570740.138902673,54.7519202051559,56.4333647071853,53.508055154941495,54.60425297161079,29491978.033618018,0.0,1.0,54.7519202051559,56.4333647071853,53.508055154941495,54.60425297161079,29491978.033618018
2014-03-19,52.03,52.21,50.29,51.13,12228900.0,0.0,1.0,52.03,52.21,50.29,51.13,12228900.0,53.97249999999999,54.649166666666666,53.039999999999964,53.48333333333333,8142508.333333333,0.0,1.0,53.97249999999999,54.649166666666666,53.039999999999964,53.48333333333333,8142508.333333333,55.07576923076924,55.8696153846154,54.031153846153856,54.73076923076924,11004873.076923076,0.0,1.0,55.07576923076924,55.8696153846154,54.031153846153856,54.73076923076924,11004873.076923076,55.06129411764704,56.42882352941175,53.74800000000003,55.10752941176473,18197652.94117647,0.0,1.0,55.06129411764704,56.42882352941175,53.74800000000003,55.10752941176473,18197652.94117647,53.951169073724444,54.578580362194046,52.84740973601897,53.38560347323908,9115038.902721662,0.0,1.0,53.951169073724444,54.578580362194046,52.84740973601897,53.38560347323908,9115038.902721662,55.25490223265311,56.07186737644749,54.14060913025538,54.849301024799644,11619492.721206179,0.0,1.0,55.25490223265311,56.07186737644749,54.14060913025538,54.849301024799644,11619492.721206179,54.68861973526855,56.335146923297266,53.43321666296611,54.52345639087565,29090511.102603644,0.0,1.0,54.68861973526855,56.335146923297266,53.43321666296611,54.52345639087565,29090511.102603644
2014-03-20,50.8,51.98,50.71,51.24,7624200.0,0.0,1.0,50.8,51.98,50.71,51.24,7624200.0,53.71499999999998,54.4475,52.857499999999966,53.277499999999996,7977666.666666667,0.0,1.0,53.71499999999998,54.4475,52.857499999999966,53.277499999999996,7977666.666666667,54.93346153846154,55.76923076923079,53.96846153846155,54.666153846153854,10688211.538461538,0.0,1.0,54.93346153846154,55.76923076923079,53.96846153846155,54.666153846153854,10688211.538461538,55.17623529411763,56.53599999999998,53.86505882352944,55.209176470588254,18185134.11764706,0.0,1.0,55.17623529411763,56.53599999999998,53.86505882352944,55.209176470588254,18185134.11764706,53.46637383161299,54.178798768010346,52.51857746893913,53.055510631202296,8885679.071533713,0.0,1.0,53.46637383161299,54.178798768010346,52.51857746893913,53.055510631202296,8885679.071533713,54.9249094746788,55.768766089303234,53.88648993542165,54.581945393333,11323545.112227945,0.0,1.0,54.9249094746788,55.768766089303234,53.88648993542165,54.581945393333,11323545.112227945,54.59818671816928,56.233864436708956,53.36988604289713,54.447096939925046,28591294.56533379,0.0,1.0,54.59818671816928,56.233864436708956,53.36988604289713,54.447096939925046,28591294.56533379
2014-03-21,51.0,51.66,49.64,50.12,10086200.0,0.0,1.0,51.0,51.66,49.64,50.12,10086200.0,53.44416666666665,54.145833333333336,52.48416666666663,52.93083333333333,8259325.0,0.0,1.0,53.44416666666665,54.145833333333336,52.48416666666663,52.93083333333333,8259325.0,54.84884615384616,55.66384615384617,53.83538461538463,54.51692307692308,10569876.923076924,0.0,1.0,54.84884615384616,55.66384615384617,53.83538461538463,54.51692307692308,10569876.923076924,55.27811764705881,56.606470588235275,53.952117647058856,55.27305882352943,18173214.11764706,0.0,1.0,55.27811764705881,56.606470588235275,53.952117647058856,55.27305882352943,18173214.11764706,53.08693170367253,53.79129126523952,52.075719396794646,52.60389361101733,9070374.598990064,0.0,1.0,53.08693170367253,53.79129126523952,52.075719396794646,52.60389361101733,9070374.598990064,54.634175439517406,55.46441304565114,53.57193512539042,54.25143091975278,11231889.918729577,0.0,1.0,54.634175439517406,55.46441304565114,53.57193512539042,54.25143091975278,11231889.918729577,54.51450795728162,56.12749549632037,53.2831445070158,54.346466778531436,28160943.52893068,0.0,1.0,54.51450795728162,56.12749549632037,53.2831445070158,54.346466778531436,28160943.52893068
2014-03-24,50.24,50.92,49.51,50.92,11801400.0,0.0,1.0,50.24,50.92,49.51,50.92,11801400.0,53.08666666666665,53.803333333333335,52.1308333333333,52.64249999999999,8770108.333333334,0.0,1.0,53.08666666666665,53.803333333333335,52.1308333333333,52.64249999999999,8770108.333333334,54.663846153846166,55.43000000000002,53.63346153846156,54.288846153846166,10252992.307692308,0.0,1.0,54.663846153846166,55.43000000000002,53.63346153846156,54.288846153846166,10252992.307692308,55.336823529411745,56.672941176470566,54.02364705882356,55.35470588235297,18217811.76470588,0.0,1.0,55.336823529411745,56.672941176470566,54.02364705882356,55.35470588235297,18217811.76470588,52.64894221079983,53.34955414751036,51.68099333574932,52.3448330554762,9490532.352991592,0.0,1.0,52.64894221079983,53.34955414751036,51.68099333574932,52.3448330554762,9490532.352991592,54.30868096251612,55.12778985708439,53.27105104202817,54.00465825903035,11274075.850675534,0.0,1.0,54.30868096251612,55.12778985708439,53.27105104202817,54.00465825903035,11274075.850675534,54.41510079548438,56.00639094989431,53.195396960341014,54.2667815046121,27780489.02825787,0.0,1.0,54.41510079548438,56.00639094989431,53.195396960341014,54.2667815046121,27780489.02825787
2014-03-25,50.69,50.94,47.77,48.77,12325700.0,0.0,1.0,50.69,50.94,47.77,48.77,12325700.0,52.734999999999985,53.37416666666666,51.55333333333329,52.13749999999999,9046775.0,0.0,1.0,52.734999999999985,53.37416666666666,51.55333333333329,52.13749999999999,9046775.0,54.45692307692309,55.120769230769255,53.33769230769232,53.992692307692316,9726692.307692308,0.0,1.0,54.45692307692309,55.120769230769255,53.33769230769232,53.992692307692316,9726692.307692308,55.42141176470586,56.75517647058821,54.10505882352945,55.444470588235326,18212107.05882353,0.0,1.0,55.42141176470586,56.75517647058821,54.10505882352945,55.444470588235326,18212107.05882353,52.347566486061396,52.97885350943184,51.07930205332635,51.794858739249094,9926711.990992885,0.0,1.0,52.347566486061396,52.97885350943184,51.07930205332635,51.794858739249094,9926711.990992885,54.04063052084826,54.81758320100406,52.863565779655715,53.61690579539847,11351973.935810681,0.0,1.0,54.04063052084826,54.81758320100406,52.863565779655715,53.61690579539847,11351973.935810681,54.328470544426594,55.88856790454793,53.0692249380075,54.138949376597864,27421075.32992629,0.0,1.0,54.328470544426594,55.88856790454793,53.0692249380075,54.138949376597864,27421075.32992629
2014-03-26,49.35,49.7,47.58,47.88,8225600.0,0.0,1.0,49.35,49.7,47.58,47.88,8225600.0,52.24916666666666,52.915833333333325,51.0758333333333,51.66666666666666,9122950.0,0.0,1.0,52.24916666666666,52.915833333333325,51.0758333333333,51.66666666666666,9122950.0,54.16192307692309,54.806923076923105,52.98692307692309,53.62500000000001,9561815.384615384,0.0,1.0,54.16192307692309,54.806923076923105,52.98692307692309,53.62500000000001,9561815.384615384,55.51505882352939,56.846941176470565,54.19423529411768,55.51658823529415,18221389.411764707,0.0,1.0,55.51505882352939,56.846941176470565,54.19423529411768,55.51658823529415,18221389.411764707,51.88640241128272,52.474414507980796,50.54094789127614,51.19257277936462,9665002.453917058,0.0,1.0,51.88640241128272,52.474414507980796,50.54094789127614,51.19257277936462,9665002.453917058,53.69317640819284,54.43850296389265,52.47219053671825,53.19194981055414,11120390.681306187,0.0,1.0,53.69317640819284,54.43850296389265,52.47219053671825,53.19194981055414,11120390.681306187,54.212692159672486,55.74464772072123,52.94156854410035,53.9933924143514,26974668.926904745,0.0,1.0,54.212692159672486,55.74464772072123,52.94156854410035,53.9933924143514,26974668.926904745
