Date,Open,High,Low,Close,Volume,Ex_Dividend,Split_Ratio,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume,document_type,10-K,10-K405,10-Q,424B2,424B3,424B5,8-A12B,8-K,CERTNYS,CORRESP,DEF 14A,DEFA14A,DEFR14A,DFAN14A,FWP,NO ACT,NT 10-K,NT 10-Q,PRE 14A,PX14A6G,S-3,S-3ASR,S-4,S-8,SC 13D,SC 13G,SC TO-I,SD,UPLOAD
1999-01-26,39.94,40.88,39.63,40.5,5000400.0,0.0,1.0,1.2832116674408,1.3134124427887,1.2732518372728998,1.3012036187119,140011200.0,PRE 14A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1999-02-05,38.25,38.38,35.5,36.31,6939300.0,0.0,1.0,1.2289145287834,1.2330912317571,1.1405611966487,1.1665852690229,194300400.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999-02-08,36.69,37.94,36.25,37.75,4180600.0,0.0,1.0,1.1787940930996998,1.2189546986155,1.1646575599582,1.2128502865771005,117056800.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-09,37.94,39.06,37.06,37.19,6260300.0,0.0,1.0,1.2189546986155,1.2549386011577,1.1906816323324,1.194858335306,175288400.0,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-16,38.88,38.88,37.88,38.31,2680600.0,0.0,1.0,1.2491554739634,1.2491554739634,1.2170269895508,1.2308422378481998,75056800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999-02-25,37.31,37.69,36.5,36.94,2362500.0,0.0,1.0,1.1987137534356,1.2109225775124,1.1726896810613,1.1868262142029,66150000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999-03-10,34.19,34.19,32.44,32.56,4877500.0,0.0,1.0,1.0984728820681,1.0984728820681,1.042248034346,1.0461034524755,136570000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999-05-11,44.88,46.19,43.56,44.75,4094600.0,0.0,1.0,1.4419263804391995,1.4840146950198,1.3995167810146,1.4377496774656,114648800.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-07-09,54.5,55.63,53.0,55.63,5434800.0,0.0,1.0,1.7510024004888,1.7873075878751,1.7028096738699,1.7873075878751,152174400.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1999-07-16,53.63,54.5,53.0,53.06,3674100.0,0.0,1.0,1.7230506190498,1.7510024004888,1.7028096738699,1.7047373829346002,102874800.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-08-06,54.06,55.31,53.5,54.13,3888900.0,0.0,1.0,1.7368658673473,1.7770264728631002,1.7188739160762,1.7391148612561005,108889200.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-09-07,73.75,77.94,73.5,76.37,8792800.0,0.0,1.0,2.3694757254321,2.5040940751211,2.361443604329,2.4536523545932,246198400.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-09-09,75.5,75.94,73.87,75.56,4768600.0,0.0,1.0,2.4257005731542005,2.4398371062958,2.3733311435616,2.427628282219,133520800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999-12-22,102.87,104.56,98.75,99.94,2920300.0,0.0,1.0,3.3050571915282,3.3593543301855,3.1726878357481003,3.2109207321991,81768400.0,10-K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-12-23,101.81,104.25,101.06,103.5,2049400.0,0.0,1.0,3.2710009980508,3.3493945000176,3.2469046347413,3.3252981367081,57383200.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000-01-24,108.44,112.75,105.12,106.25,3936400.0,0.0,1.0,3.4840128497066005,3.622486617525,3.3773462814566,3.4136514688429,110219200.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-27,108.81,113.0,107.0,110.0,3037000.0,0.0,1.0,3.4959003889392,3.6305187386282,3.4377478321524,3.5341332853903,85036000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000-02-01,104.0,105.0,100.0,100.25,2839600.0,0.0,1.0,3.3413623789144,3.3734908633271004,3.2128484412639,3.2208805623671,79508800.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-04,103.94,110.0,103.62,108.0,3797500.0,0.0,1.0,3.3394346698497004,3.5341332853903,3.3291535548376,3.469876316565,106330000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000-02-15,115.25,119.94,115.19,119.0,4337000.0,0.0,1.0,3.7028078285566,3.8534904204519,3.7008801194919,3.823289645104,121436000.0,PRE 14A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000-02-15,115.25,119.94,115.19,119.0,4337000.0,0.0,1.0,3.7028078285566,3.8534904204519,3.7008801194919,3.823289645104,121436000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000-02-17,115.19,115.5,113.12,114.87,2584800.0,0.0,1.0,3.7008801194919,3.7108399496598,3.634374156757701,3.6905990044798,72374400.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000-03-06,126.0,129.13,125.0,125.69,1880000.0,0.0,1.0,4.0481890359925,4.1487511922041,4.0160605515799,4.0382292058245985,52640000.0,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-05-11,101.37,104.25,99.0,102.81,4462000.0,0.0,1.0,3.2568644649092,3.3493945000176,3.1807199568513,3.3031294824634,124936000.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-05-15,108.06,108.06,100.12,101.0,6061900.0,0.0,1.0,3.4718040256298,3.4718040256298,3.2167038593934,3.2449769256765,169733200.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000-07-31,49.16,51.63,48.75,50.81,2773200.0,0.0,1.0,3.1588725874507,3.3175873004491003,3.1325272302322995,3.2648965860124,38824800.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-12-14,15.03,15.25,14.44,14.44,4702100.0,0.0,1.0,0.96578224144393,0.97991877458549,0.92787062983701,0.92787062983701,65829400.0,10-K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-12-19,14.38,15.25,14.0,14.0,6678700.0,0.0,1.0,0.9240152117075,0.97991877458549,0.89959756355389,0.89959756355389,93501800.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001-01-10,16.69,17.0,16.06,16.56,10371100.0,0.0,1.0,1.0724488096939,1.0923684700297,1.031966919334,1.0640954037466,145195400.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001-02-09,20.5,20.81,18.69,19.12,10537200.0,0.0,1.0,1.3172678609182,1.337187521254,1.2009627473443998,1.2285932439393,147520800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001-02-12,19.06,20.0,18.81,19.69,4895000.0,0.0,1.0,1.2247378258098,1.2851393765056,1.2086735836035,1.2652197161697,68530000.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-15,19.69,20.56,19.69,20.06,5561000.0,0.0,1.0,1.2652197161697,1.3211232790477,1.2652197161697,1.2889947946351,77854000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001-03-12,19.69,19.87,18.12,18.62,6982500.0,0.0,1.0,1.2652197161697,1.2767859705583,1.164336275114,1.1964647595267,97755000.0,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-05-14,22.89,23.68,22.75,23.29,5521800.0,0.0,1.0,1.4708420164106002,1.5216050217826,1.4618460407751,1.4965448039407,77305200.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-05-18,23.36,23.64,23.12,23.53,2840200.0,0.0,1.0,1.5010427917585,1.5190347430296,1.4856211192404,1.5119664764588,39762800.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001-08-13,19.1,19.33,18.76,19.09,2642800.0,0.0,1.0,1.2273081045628,1.2420872073926,1.2054607351622,1.2266655348746005,36999200.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-28,15.71,15.91,15.39,15.51,6519800.0,0.0,1.0,1.0094769802451,1.0223283740101998,0.98891475022103,0.99662558648006,91277200.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001-12-21,21.01,21.54,20.8,21.0,4577400.0,0.0,1.0,1.3500389150191,1.3840951084965,1.3365449515658,1.3493963453308002,64083600.0,10-K405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-24,20.9,21.45,20.9,21.36,904100.0,0.0,1.0,1.3429706484483002,1.3783119813022,1.3429706484483002,1.3725288541079,12657400.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002-01-28,23.4,23.55,22.72,23.27,3329400.0,0.0,1.0,1.5036130705114998,1.5132516158353,1.4599183317103002,1.4952596645642,46611600.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002-02-06,25.61,25.98,24.15,24.67,10671000.0,0.0,1.0,1.6456209716154,1.6693960500807,1.5518057971305002,1.5852194209196002,149394000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002-02-11,23.93,25.0,23.74,24.98,7117900.0,0.0,1.0,1.5376692639888998,1.6064242206319,1.5254604399121,1.6051390812553998,99650600.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-13,24.73,25.24,24.65,25.01,5587000.0,0.0,1.0,1.5890748390491,1.62184589315,1.5839342815431,1.6070667903202,78218000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002-02-20,23.2,23.2,22.35,23.13,5097200.0,0.0,1.0,1.4907616767464,1.4907616767464,1.436143253245,1.4862636889287002,71360800.0,NO ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-26,23.91,24.37,23.25,23.67,4645200.0,0.0,1.0,1.5363841246124,1.565942330272,1.4939745251877,1.5209624520943,65032800.0,NO ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-21,24.3,24.3,23.26,24.27,11006300.0,0.0,1.0,1.5614443424543,1.5614443424543,1.494617094876,1.5595166333895,154088200.0,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-10,24.21,24.95,24.01,24.66,4017500.0,0.0,1.0,1.55566121526,1.6032113721907,1.5428098214949,1.5845768512313998,56245000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002-05-14,24.45,25.68,24.22,25.61,9401900.0,0.0,1.0,1.571082887778,1.6501189594331005,1.5563037849482,1.6456209716154,131626600.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-10,17.71,18.17,17.25,17.32,3694300.0,0.0,1.0,1.1379909178957,1.1675491235553002,1.108432712236,1.1129307000538,51720200.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002-08-05,14.51,14.7,13.97,13.99,3643300.0,0.0,1.0,0.93236861765478,0.94457744173158,0.89766985448913,0.89895499386564,51006200.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-09,15.25,15.25,14.75,15.0,3673500.0,0.0,1.0,0.97991877458549,0.97991877458549,0.94779029017285,0.96385453237917,51429000.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-13,14.9,15.21,14.55,14.59,4819100.0,0.0,1.0,0.95742883549664,0.97734849583248,0.93493889640779,0.9375091751608,67467400.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-19,14.53,14.92,14.1,14.2,6205700.0,0.0,1.0,0.93365375703129,0.95871397487315,0.90602326043642,0.91244895731895,86879800.0,10-K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-24,14.44,14.47,14.3,14.36,702500.0,0.0,1.0,0.92787062983701,0.92979833890177,0.91887465420147,0.92273007233099,9835000.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003-01-30,14.98,15.07,14.29,14.32,7268900.0,0.0,1.0,0.96256939300266,0.96835252019694,0.91823208451322,0.92015979357798,101764600.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003-02-10,14.26,14.57,14.06,14.35,2998000.0,0.0,1.0,0.91630437544846,0.9362240357843,0.9034529816834102,0.92208750264274,41972000.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-02-14,14.61,14.72,14.35,14.67,4344600.0,0.0,1.0,0.93879431453731,0.94586258110809,0.92208750264274,0.94264973266683,60824400.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003-03-03,15.01,15.16,14.55,14.65,3638600.0,0.0,1.0,0.96449710206742,0.97413564739121,0.93493889640779,0.94136459329032,50940400.0,NO ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-03-20,14.93,14.99,14.6,14.91,2913900.0,0.0,1.0,0.9593565445614,0.96321196269092,0.93815174484906,0.95807140518489,40794600.0,SC TO-I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003-03-21,15.09,15.15,14.82,15.0,5320500.0,0.0,1.0,0.96963765957344,0.97349307770296,0.95228827799062,0.96385453237917,74487000.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-03-24,14.67,14.8,14.35,14.37,2876800.0,0.0,1.0,0.94264973266683,0.95100313861411,0.92208750264274,0.92337264201924,40275200.0,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-04-16,12.99,13.67,12.92,13.24,18146000.0,0.0,1.0,0.83469802504036,0.8783927638415501,0.83020003722259,0.8507622672466801,254044000.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-04-24,13.52,13.61,13.0,13.44,5805500.0,0.0,1.0,0.86875421851776,0.8745373457120301,0.8353405947286099,0.86361366101173,81277000.0,SC TO-I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003-05-13,18.43,18.97,17.95,18.67,7978500.0,0.0,1.0,1.1842559354498998,1.2189546986155,1.1534125904136998,1.1996776079679,111699000.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-06-24,19.47,19.67,18.72,18.78,9185400.0,0.0,1.0,1.2510831830282,1.2639345767932,1.2028904564092,1.2067458745387,128595600.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003-07-16,19.97,20.0,19.38,19.87,4480900.0,0.0,1.0,1.2832116674408,1.2851393765056,1.2453000558339,1.2767859705583,62732600.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-08-12,19.76,19.8,19.46,19.7,2936400.0,0.0,1.0,1.2697177039875,1.2722879827405,1.2504406133399,1.265862285858,41109600.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-15,24.85,25.011,24.581,24.82,10894700.0,0.0,1.0,1.5967856753082,1.607131047289,1.5795005506942,1.5948579662434,152525800.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-19,20.19,20.42,19.62,19.7,8099300.0,0.0,1.0,1.2973482005824,1.3121273034122,1.260721728352,1.265862285858,113390200.0,10-K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-12,23.16,24.0,23.1,23.73,8706200.0,0.0,1.0,1.4881913979933998,1.5421672518067,1.4843359798639,1.5248178702238,121886800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004-01-14,24.4,24.54,23.777,24.2,11072200.0,0.0,1.0,1.5678700393368,1.5768660149723,1.5278379477586002,1.5550186455717,155010800.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-04,22.0,22.09,21.7,21.79,5456300.0,0.0,1.0,1.4136533141561,1.4194364413504,1.3943762235084998,1.4001593507028,76388200.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004-02-10,22.62,23.12,22.44,22.98,4559700.0,0.0,1.0,1.4534926348278,1.4856211192404,1.4419263804391995,1.4766251436049,63835800.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-13,23.85,24.1,22.83,23.0,5642500.0,0.0,1.0,1.5325287064828998,1.5485929486892,1.4669865982811,1.4779102829814,78995000.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004-03-11,27.26,28.04,27.09,27.15,10640200.0,0.0,1.0,1.7516449701771,1.8017654058608,1.7407212854768,1.7445767036063,148962800.0,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-14,26.74,27.07,26.31,26.64,11423800.0,0.0,1.0,1.7182313463878998,1.7394361461003,1.6906008497931,1.7118056495053997,159933200.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-06,26.41,26.75,25.9,26.58,4706400.0,0.0,1.0,1.6970265466756,1.7188739160762,1.6642554925746995,1.7079502313759,65889600.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-14,28.86,29.97,28.74,29.58,14925000.0,0.0,1.0,1.8544561202975,1.9257813556936,1.8467452840385,1.9007211378517,208950000.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-05,31.75,32.3,31.25,31.39,4366100.0,0.0,1.0,2.0401587602026,2.0755000930565,2.0080302757899,2.0170262514255,61125400.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-13,38.86,39.76,38.74,39.75,20768000.0,0.0,1.0,2.4970258085503,2.554857080493,2.4893149722913,2.5542145108048,290752000.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-03,64.56,65.0,61.75,62.68,22122300.0,0.0,1.0,4.1484299073599,4.1767029736431,3.9678678249609,4.027626805968399,309712200.0,10-K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-11,68.26,69.15,64.14,64.56,46636200.0,0.0,1.0,4.3861806920134985,4.443369394268,4.1214419804533,4.1484299073599,652906800.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-12,65.35,65.9,63.3,65.46,34280400.0,0.0,1.0,4.1991929127319,4.2345342455858,4.0674661266401,4.2062611793027,479925600.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-01,77.05,77.77,76.58,77.53,12114200.0,0.0,1.0,4.9509994479877,4.9972644655419005,4.920798672639799,4.9818427930238,169598800.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-11,79.86,81.76,78.94,81.21,21447400.0,0.0,1.0,5.1315615303867,5.2536497711547,5.0724451190674005,5.2183084383008,300263600.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-14,83.16,84.79,82.05,84.63,22704700.0,0.0,1.0,5.3436095275100985,5.4483483866953,5.272284292114,5.438067271683298,317865800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-02-14,83.16,84.79,82.05,84.63,22704700.0,0.0,1.0,5.3436095275100985,5.4483483866953,5.272284292114,5.438067271683298,317865800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-02-14,83.16,84.79,82.05,84.63,22704700.0,0.0,1.0,5.3436095275100985,5.4483483866953,5.272284292114,5.438067271683298,317865800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-02-14,83.16,84.79,82.05,84.63,22704700.0,0.0,1.0,5.3436095275100985,5.4483483866953,5.272284292114,5.438067271683298,317865800.0,SC 13G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005-03-02,44.25,44.89,44.08,44.121,16362900.0,0.0,1.0,5.6867417410371,5.7689906611334,5.6648943716365014,5.6701634430802,114540300.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-03-15,40.64,41.14,40.25,40.96,18164600.0,0.0,1.0,5.2228064261185985,5.2870633949439005,5.172685990434901,5.2639308861668,127152200.0,DEF 14A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-04-13,42.95,42.99,40.39,41.04,48998100.0,0.0,1.0,5.5196736220914016,5.5248141795974,5.190677941705902,5.2742120011788,342986700.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-04-26,36.78,37.51,36.12,36.19,28946700.0,0.0,1.0,4.7267426267874,4.8205578012723,4.6419234279380985,4.6509194035736,202626900.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-04,36.11,37.2,36.1,37.15,16006300.0,0.0,1.0,4.6406382885616,4.780718480600701,4.6393531491851,4.774292783718098,112044100.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05-23,37.85,39.9,37.85,39.76,37234800.0,0.0,1.0,4.8642525400735,5.127706112257201,4.8642525400735,5.1097141609860985,260643600.0,S-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-06-06,38.33,38.63,37.56,37.92,28998800.0,0.0,1.0,4.9259392301458,4.964493411441,4.826983498154902,4.8732485157091,202991600.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-07-13,38.29,38.5,37.9,38.35,24458400.0,0.0,1.0,4.920798672639799,4.9477865995464,4.8706782369561,4.9285095088988,171208800.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-03,43.19,43.31,42.77,43.22,9225800.0,0.0,1.0,5.5505169671275,5.565938639645599,5.4965411133143,5.554372385257,64580600.0,10-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-15,46.48,48.33,46.45,47.68,38811700.0,0.0,1.0,5.9733278219978,6.211078606651402,5.9694724038682985,6.127544547178498,271681900.0,8-K,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
